timestamp|name|cpu|memUsage|memPct
2026-08-06T00:11:49.0443376+00:00|livekit-1to1-livekit-1|8.78%|37.92MiB / 6.698GiB|0.55%
2026-08-06T00:11:49.0443376+00:00|livekit-1to1-backend-1|0.06%|62.92MiB / 6.698GiB|0.92%
2026-08-06T00:11:49.0443376+00:00|livekit-1to1-frontend-1|0.00%|11.04MiB / 6.698GiB|0.16%
2026-08-06T00:11:49.0443376+00:00|livekit-1to1-egress-1|0.09%|118.8MiB / 6.698GiB|1.73%
2026-08-06T00:11:49.0443376+00:00|livekit-1to1-redis-1|0.53%|5.273MiB / 6.698GiB|0.08%
2026-08-06T00:11:49.0443376+00:00|livekit-1to1-gateway-1|0.00%|11.39MiB / 6.698GiB|0.17%
2026-08-06T00:11:49.0443376+00:00|livekit-1to1-cloudflared-1|0.04%|20.29MiB / 6.698GiB|0.30%
2026-08-06T00:11:55.8475012+00:00|livekit-1to1-livekit-1|6.04%|38.38MiB / 6.698GiB|0.56%
2026-08-06T00:11:55.8475012+00:00|livekit-1to1-backend-1|0.15%|62.92MiB / 6.698GiB|0.92%
2026-08-06T00:11:55.8475012+00:00|livekit-1to1-frontend-1|0.00%|11.04MiB / 6.698GiB|0.16%
2026-08-06T00:11:55.8475012+00:00|livekit-1to1-egress-1|0.09%|118.8MiB / 6.698GiB|1.73%
2026-08-06T00:11:55.8475012+00:00|livekit-1to1-redis-1|0.35%|5.004MiB / 6.698GiB|0.07%
2026-08-06T00:11:55.8475012+00:00|livekit-1to1-gateway-1|0.00%|11.39MiB / 6.698GiB|0.17%
2026-08-06T00:11:55.8475012+00:00|livekit-1to1-cloudflared-1|0.00%|20.29MiB / 6.698GiB|0.30%
2026-08-06T00:12:01.9234366+00:00|livekit-1to1-livekit-1|0.29%|37.54MiB / 6.698GiB|0.55%
2026-08-06T00:12:01.9234366+00:00|livekit-1to1-backend-1|0.07%|62.92MiB / 6.698GiB|0.92%
2026-08-06T00:12:01.9234366+00:00|livekit-1to1-frontend-1|0.00%|11.04MiB / 6.698GiB|0.16%
2026-08-06T00:12:01.9234366+00:00|livekit-1to1-egress-1|0.08%|118.8MiB / 6.698GiB|1.73%
2026-08-06T00:12:01.9234366+00:00|livekit-1to1-redis-1|0.37%|5.004MiB / 6.698GiB|0.07%
2026-08-06T00:12:01.9234366+00:00|livekit-1to1-gateway-1|0.00%|11.39MiB / 6.698GiB|0.17%
2026-08-06T00:12:01.9234366+00:00|livekit-1to1-cloudflared-1|0.00%|20.29MiB / 6.698GiB|0.30%
