timestamp|name|cpu|memUsage|memPct
2026-08-05T23:43:56.5863125+00:00|livekit-1to1-livekit-1|27.47%|63.21MiB / 6.698GiB|0.92%
2026-08-05T23:43:56.5863125+00:00|livekit-1to1-backend-1|0.07%|62.95MiB / 6.698GiB|0.92%
2026-08-05T23:43:56.5863125+00:00|livekit-1to1-frontend-1|0.00%|11.04MiB / 6.698GiB|0.16%
2026-08-05T23:43:56.5863125+00:00|livekit-1to1-egress-1|0.11%|118.9MiB / 6.698GiB|1.73%
2026-08-05T23:43:56.5863125+00:00|livekit-1to1-redis-1|0.42%|4.957MiB / 6.698GiB|0.07%
2026-08-05T23:43:56.5863125+00:00|livekit-1to1-gateway-1|0.00%|11.39MiB / 6.698GiB|0.17%
2026-08-05T23:43:56.5863125+00:00|livekit-1to1-cloudflared-1|0.00%|20.59MiB / 6.698GiB|0.30%
2026-08-05T23:44:03.2601003+00:00|livekit-1to1-livekit-1|16.24%|63.84MiB / 6.698GiB|0.93%
2026-08-05T23:44:03.2601003+00:00|livekit-1to1-backend-1|0.05%|62.92MiB / 6.698GiB|0.92%
2026-08-05T23:44:03.2601003+00:00|livekit-1to1-frontend-1|0.00%|11.04MiB / 6.698GiB|0.16%
2026-08-05T23:44:03.2601003+00:00|livekit-1to1-egress-1|0.07%|119.1MiB / 6.698GiB|1.74%
2026-08-05T23:44:03.2601003+00:00|livekit-1to1-redis-1|0.41%|5.203MiB / 6.698GiB|0.08%
2026-08-05T23:44:03.2601003+00:00|livekit-1to1-gateway-1|0.00%|11.39MiB / 6.698GiB|0.17%
2026-08-05T23:44:03.2601003+00:00|livekit-1to1-cloudflared-1|0.00%|20.59MiB / 6.698GiB|0.30%
2026-08-05T23:44:09.8214611+00:00|livekit-1to1-livekit-1|12.02%|69.56MiB / 6.698GiB|1.01%
2026-08-05T23:44:09.8214611+00:00|livekit-1to1-backend-1|0.06%|62.92MiB / 6.698GiB|0.92%
2026-08-05T23:44:09.8214611+00:00|livekit-1to1-frontend-1|0.00%|11.04MiB / 6.698GiB|0.16%
2026-08-05T23:44:09.8214611+00:00|livekit-1to1-egress-1|0.11%|118.9MiB / 6.698GiB|1.73%
2026-08-05T23:44:09.8214611+00:00|livekit-1to1-redis-1|0.35%|5.008MiB / 6.698GiB|0.07%
2026-08-05T23:44:09.8214611+00:00|livekit-1to1-gateway-1|0.00%|11.39MiB / 6.698GiB|0.17%
2026-08-05T23:44:09.8214611+00:00|livekit-1to1-cloudflared-1|0.00%|20.59MiB / 6.698GiB|0.30%
2026-08-05T23:44:16.4567687+00:00|livekit-1to1-livekit-1|0.40%|72.54MiB / 6.698GiB|1.06%
2026-08-05T23:44:16.4567687+00:00|livekit-1to1-backend-1|0.06%|62.92MiB / 6.698GiB|0.92%
2026-08-05T23:44:16.4567687+00:00|livekit-1to1-frontend-1|0.00%|11.04MiB / 6.698GiB|0.16%
2026-08-05T23:44:16.4567687+00:00|livekit-1to1-egress-1|0.16%|118.9MiB / 6.698GiB|1.73%
2026-08-05T23:44:16.4567687+00:00|livekit-1to1-redis-1|0.36%|5.008MiB / 6.698GiB|0.07%
2026-08-05T23:44:16.4567687+00:00|livekit-1to1-gateway-1|0.00%|11.39MiB / 6.698GiB|0.17%
2026-08-05T23:44:16.4567687+00:00|livekit-1to1-cloudflared-1|0.54%|20.59MiB / 6.698GiB|0.30%
