timestamp|name|cpu|memUsage|memPct
2026-08-05T23:45:13.3092041+00:00|livekit-1to1-redis-1|0.46%|5.02MiB / 6.698GiB|0.07%
2026-08-05T23:45:13.3092041+00:00|livekit-1to1-gateway-1|0.00%|11.39MiB / 6.698GiB|0.17%
2026-08-05T23:45:13.3092041+00:00|livekit-1to1-cloudflared-1|0.00%|20.69MiB / 6.698GiB|0.30%
2026-08-05T23:45:19.8730623+00:00|livekit-1to1-livekit-1|4.85%|86.71MiB / 6.698GiB|1.26%
2026-08-05T23:45:19.8730623+00:00|livekit-1to1-backend-1|0.06%|62.95MiB / 6.698GiB|0.92%
2026-08-05T23:45:19.8730623+00:00|livekit-1to1-frontend-1|0.00%|11.04MiB / 6.698GiB|0.16%
2026-08-05T23:45:19.8730623+00:00|livekit-1to1-egress-1|0.10%|119.5MiB / 6.698GiB|1.74%
2026-08-05T23:45:19.8730623+00:00|livekit-1to1-redis-1|0.38%|5.27MiB / 6.698GiB|0.08%
2026-08-05T23:45:19.8730623+00:00|livekit-1to1-gateway-1|0.00%|11.39MiB / 6.698GiB|0.17%
2026-08-05T23:45:19.8730623+00:00|livekit-1to1-cloudflared-1|0.00%|20.69MiB / 6.698GiB|0.30%
