timestamp|name|cpu|memUsage|memPct
2026-08-06T00:12:21.1217952+00:00|livekit-1to1-livekit-1|10.62%|46.85MiB / 6.698GiB|0.68%
2026-08-06T00:12:21.1217952+00:00|livekit-1to1-backend-1|0.06%|62.95MiB / 6.698GiB|0.92%
2026-08-06T00:12:21.1217952+00:00|livekit-1to1-frontend-1|0.00%|11.04MiB / 6.698GiB|0.16%
2026-08-06T00:12:21.1217952+00:00|livekit-1to1-egress-1|0.07%|118.8MiB / 6.698GiB|1.73%
2026-08-06T00:12:21.1217952+00:00|livekit-1to1-redis-1|0.39%|5.004MiB / 6.698GiB|0.07%
2026-08-06T00:12:21.1217952+00:00|livekit-1to1-gateway-1|0.03%|11.39MiB / 6.698GiB|0.17%
2026-08-06T00:12:21.1217952+00:00|livekit-1to1-cloudflared-1|0.00%|20.34MiB / 6.698GiB|0.30%
2026-08-06T00:12:27.8930114+00:00|livekit-1to1-livekit-1|0.37%|46.26MiB / 6.698GiB|0.67%
2026-08-06T00:12:27.8930114+00:00|livekit-1to1-backend-1|0.07%|62.98MiB / 6.698GiB|0.92%
2026-08-06T00:12:27.8930114+00:00|livekit-1to1-frontend-1|0.00%|11.04MiB / 6.698GiB|0.16%
2026-08-06T00:12:27.8930114+00:00|livekit-1to1-egress-1|0.09%|118.8MiB / 6.698GiB|1.73%
2026-08-06T00:12:27.8930114+00:00|livekit-1to1-redis-1|0.40%|5.012MiB / 6.698GiB|0.07%
2026-08-06T00:12:27.8930114+00:00|livekit-1to1-gateway-1|0.00%|11.39MiB / 6.698GiB|0.17%
2026-08-06T00:12:27.8930114+00:00|livekit-1to1-cloudflared-1|0.00%|20.33MiB / 6.698GiB|0.30%
